Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
Iberia,DUB,MAD,2h 35m,direct,€129,15/12/2023,07/12/2023
"Aer Lingus, Iberia Express",DUB,MAD,20h 45m,1 stop,€112,15/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€157,15/12/2023,07/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€160,15/12/2023,07/12/2023
Vueling,DUB,MAD,2h 35m,direct,€167,15/12/2023,07/12/2023
British Airways,DUB,MAD,2h 35m,direct,€215,15/12/2023,07/12/2023
Iberia,DUB,MAD,2h 35m,direct,€322,15/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€324,15/12/2023,07/12/2023
Vueling,DUB,MAD,5h 25m,1 stop,€145,15/12/2023,07/12/2023
British Airways,DUB,MAD,2h 35m,direct,€368,15/12/2023,
Aer Lingus,DUB,MAD,2h 50m,direct,€384,15/12/2023,
"Vueling, Air Europa",DUB,MAD,5h 25m,1 stop,€138,15/12/2023,
Iberia,DUB,MAD,2h 50m,direct,€429,15/12/2023,
British Airways,DUB,MAD,2h 50m,direct,€475,15/12/2023,
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€163,15/12/2023,
"Aer Lingus, Iberia Express",DUB,MAD,8h 15m,1 stop,€150,15/12/2023,
"Aer Lingus, Binter Canarias",DUB,TFN,7h 00m,1 stop,€186,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,19h 45m,2 stops,€176,11/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 00m,1 stop,€186,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,9h 50m,2 stops,€201,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,12h 50m,2 stops,€206,11/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,18h 00m,1 stop,€186,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,18h 00m,2 stops,€198,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,12h 30m,2 stops,€252,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,14h 50m,2 stops,€226,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,13h 50m,2 stops,€252,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,16h 15m,2 stops,€236,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,16h 45m,2 stops,€199,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,17h 45m,2 stops,€208,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,18h 05m,2 stops,€205,11/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,19h 50m,2 stops,€190,11/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,7h 00m,1 stop,€155,12/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 00m,1 stop,€155,12/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,7h 15m,1 stop,€194,12/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,9h 00m,1 stop,€155,12/12/2023,07/12/2023
Iberia,DUB,TFN,9h 15m,1 stop,€230,12/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,6h 10m,1 stop,€345,12/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,TFN,7h 20m,1 stop,€263,12/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 15m,2 stops,€177,12/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 40m,1 stop,€322,12/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,TFN,12h 05m,1 stop,€188,12/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,10h 00m,1 stop,€322,12/12/2023,07/12/2023
"Aer Lingus, Air Europa",DUB,TFN,9h 30m,1 stop,€345,12/12/2023,07/12/2023
Vueling,DUB,TFN,11h 10m,1 stop,€422,12/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,17h 15m,2 stops,€195,12/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,17h 15m,2 stops,€196,12/12/2023,07/12/2023
Vueling,DUB,TFN,9h 35m,1 stop,€148,13/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 40m,1 stop,€242,13/12/2023,07/12/2023
"Aer Lingus, Iberia",DUB,TFN,9h 25m,2 stops,€177,13/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,10h 00m,1 stop,€242,13/12/2023,07/12/2023
Iberia,DUB,TFN,14h 20m,1 stop,€196,13/12/2023,07/12/2023
British Airways,DUB,TFN,14h 20m,1 stop,€206,13/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,10h 50m,2 stops,€181,13/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,TFN,12h 05m,1 stop,€204,13/12/2023,07/12/2023
"Iberia Express, Air Europa",DUB,TFN,13h 50m,1 stop,€194,13/12/2023,07/12/2023
Iberia Express,DUB,TFN,14h 20m,1 stop,€193,13/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,11h 05m,2 stops,€194,13/12/2023,07/12/2023
"Vueling, Binter Canarias",DUB,TFN,12h 45m,2 stops,€211,13/12/2023,07/12/2023
"Vueling, Air Europa",DUB,TFN,11h 10m,2 stops,€231,13/12/2023,07/12/2023
"KLM, Iberia",DUB,TFN,10h 45m,2 stops,€260,13/12/2023,07/12/2023
Iberia,DUB,TFN,15h 35m,1 stop,€196,13/12/2023,07/12/2023
Vueling,DUB,TFN,9h 10m,1 stop,€102,14/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,6h 30m,1 stop,€206,14/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,7h 30m,1 stop,€185,14/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,TFN,7h 20m,1 stop,€188,14/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 45m,1 stop,€198,14/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,TFN,12h 05m,1 stop,€155,14/12/2023,07/12/2023
Iberia,DUB,TFN,10h 10m,1 stop,€228,14/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 10m,1 stop,€269,14/12/2023,07/12/2023
Iberia,DUB,TFN,9h 15m,1 stop,€288,14/12/2023,07/12/2023
British Airways,DUB,TFN,10h 10m,1 stop,€248,14/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,9h 20m,2 stops,€202,14/12/2023,07/12/2023
Iberia,DUB,TFN,9h 10m,1 stop,€358,14/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,9h 30m,1 stop,€269,14/12/2023,07/12/2023
Multiple Airlines,DUB,TFN,9h 50m,2 stops,€202,14/12/2023,07/12/2023
Iberia,DUB,TFN,13h 50m,1 stop,€238,14/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 40m,1 stop,€236,15/12/2023,07/12/2023
Iberia,DUB,TFN,14h 25m,1 stop,€196,15/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,9h 45m,1 stop,€236,15/12/2023,07/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,10h 00m,1 stop,€236,15/12/2023,07/12/2023
Iberia,DUB,TFN,15h 40m,1 stop,€246,15/12/2023,07/12/2023
"Aer Lingus, Air Europa",DUB,TFN,13h 55m,1 stop,€284,15/12/2023,07/12/2023
Iberia,DUB,TFN,9h 15m,1 stop,€640,15/12/2023,07/12/2023
"Aer Lingus, Air Europa",DUB,TFN,10h 25m,2 stops,€412,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,TFN,11h 50m,1 stop,€422,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,TFN,12h 25m,1 stop,€409,15/12/2023,07/12/2023
British Airways,DUB,TFN,11h 45m,2 stops,€558,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,TFN,16h 55m,1 stop,€199,15/12/2023,07/12/2023
Iberia,DUB,TFN,12h 00m,1 stop,€640,15/12/2023,07/12/2023
Iberia,DUB,TFN,19h 20m,1 stop,€211,15/12/2023,07/12/2023
Iberia,DUB,TFN,17h 10m,1 stop,€365,15/12/2023,07/12/2023
Vueling,IBZ,DUB,18h 40m,1 stop,€82,11/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€228,11/12/2023,07/12/2023
British Airways,IBZ,DUB,6h 20m,1 stop,€323,11/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€288,11/12/2023,07/12/2023
"Iberia, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€334,11/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 10m,1 stop,€323,11/12/2023,07/12/2023
"Iberia, Transavia France",IBZ,DUB,9h 10m,2 stops,€210,11/12/2023,07/12/2023
Iberia,IBZ,DUB,5h 55m,1 stop,€370,11/12/2023,07/12/2023
British Airways,IBZ,DUB,8h 45m,1 stop,€288,11/12/2023,07/12/2023
"Air Europa, Transavia France",IBZ,DUB,12h 45m,2 stops,€158,11/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,6h 20m,1 stop,€371,11/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,7h 45m,1 stop,€324,11/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,18h 00m,1 stop,€146,11/12/2023,07/12/2023
British Airways,IBZ,DUB,9h 45m,1 stop,€288,11/12/2023,07/12/2023
"Swiftair, Iberia",IBZ,DUB,15h 50m,2 stops,€135,11/12/2023,07/12/2023
Vueling,IBZ,DUB,7h 20m,1 stop,€62,12/12/2023,07/12/2023
Vueling,IBZ,DUB,13h 40m,1 stop,€51,12/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€142,12/12/2023,07/12/2023
"Iberia Express, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€181,12/12/2023,07/12/2023
"Iberia, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€189,12/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,8h 40m,2 stops,€120,12/12/2023,07/12/2023
Vueling,IBZ,DUB,15h 55m,1 stop,€70,12/12/2023,07/12/2023
Vueling,IBZ,DUB,18h 20m,1 stop,€70,12/12/2023,07/12/2023
British Airways,IBZ,DUB,6h 20m,1 stop,€285,12/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€234,12/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 20m,1 stop,€253,12/12/2023,07/12/2023
Vueling,IBZ,DUB,6h 45m,2 stops,€162,12/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,7h 15m,2 stops,€177,12/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 15m,2 stops,€187,12/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,7h 45m,1 stop,€266,12/12/2023,07/12/2023
Iberia,IBZ,DUB,5h 50m,1 stop,€65,13/12/2023,07/12/2023
Vueling,IBZ,DUB,14h 05m,1 stop,€46,13/12/2023,07/12/2023
Iberia Express,IBZ,DUB,5h 50m,1 stop,€71,13/12/2023,07/12/2023
"Iberia, Iberia Express",IBZ,DUB,5h 50m,1 stop,€73,13/12/2023,07/12/2023
British Airways,IBZ,DUB,5h 50m,1 stop,€108,13/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€96,13/12/2023,07/12/2023
Vueling,IBZ,DUB,5h 50m,1 stop,€141,13/12/2023,07/12/2023
"Iberia Express, Iberia",IBZ,DUB,5h 50m,1 stop,€150,13/12/2023,07/12/2023
Iberia,IBZ,DUB,13h 40m,1 stop,€69,13/12/2023,07/12/2023
Iberia Express,IBZ,DUB,13h 40m,1 stop,€64,13/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,7h 35m,2 stops,€130,13/12/2023,07/12/2023
"Iberia, Iberia Express",IBZ,DUB,13h 40m,1 stop,€67,13/12/2023,07/12/2023
"Iberia Express, Iberia",IBZ,DUB,13h 40m,1 stop,€68,13/12/2023,07/12/2023
British Airways,IBZ,DUB,6h 20m,1 stop,€269,13/12/2023,07/12/2023
British Airways,IBZ,DUB,13h 40m,1 stop,€108,13/12/2023,07/12/2023
Iberia,IBZ,DUB,5h 55m,1 stop,€117,14/12/2023,07/12/2023
Vueling,IBZ,DUB,24h 05m,1 stop,€50,14/12/2023,07/12/2023
Iberia Express,IBZ,DUB,5h 55m,1 stop,€109,14/12/2023,07/12/2023
"Iberia, Iberia Express",IBZ,DUB,5h 55m,1 stop,€112,14/12/2023,07/12/2023
"Iberia Express, Iberia",IBZ,DUB,5h 55m,1 stop,€113,14/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,5h 45m,1 stop,€123,14/12/2023,07/12/2023
Vueling,IBZ,DUB,5h 55m,1 stop,€156,14/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,8h 05m,1 stop,€98,14/12/2023,07/12/2023
British Airways,IBZ,DUB,5h 55m,1 stop,€171,14/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,9h 05m,1 stop,€98,14/12/2023,07/12/2023
"Air Europa, Aer Lingus",IBZ,DUB,8h 10m,1 stop,€111,14/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€151,14/12/2023,07/12/2023
Iberia,IBZ,DUB,10h 10m,1 stop,€117,14/12/2023,07/12/2023
"Iberia, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€228,14/12/2023,07/12/2023
"Iberia Express, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€243,14/12/2023,07/12/2023
"Iberia, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€245,14/12/2023,07/12/2023
Vueling,IBZ,DUB,4h 50m,1 stop,€117,15/12/2023,07/12/2023
Iberia Express,IBZ,DUB,21h 35m,1 stop,€59,15/12/2023,07/12/2023
Vueling,IBZ,DUB,8h 05m,1 stop,€72,15/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 10m,1 stop,€113,15/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€113,15/12/2023,07/12/2023
"Vueling, Transavia France",IBZ,DUB,5h 30m,1 stop,€135,15/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,8h 20m,1 stop,€104,15/12/2023,07/12/2023
"Air Europa, Aer Lingus",IBZ,DUB,8h 10m,1 stop,€163,15/12/2023,07/12/2023
Vueling,IBZ,DUB,6h 35m,2 stops,€173,15/12/2023,07/12/2023
Iberia,IBZ,DUB,14h 00m,1 stop,€78,15/12/2023,07/12/2023
Iberia Express,IBZ,DUB,14h 00m,1 stop,€69,15/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€230,15/12/2023,07/12/2023
"Iberia, Iberia Express",IBZ,DUB,14h 00m,1 stop,€73,15/12/2023,07/12/2023
"Iberia Express, Iberia",IBZ,DUB,14h 00m,1 stop,€74,15/12/2023,07/12/2023
"Iberia, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€257,15/12/2023,Date scraped
British Airways,IBZ,DUB,8h 45m,1 stop,€230,15/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€126,11/12/2023,07/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€125,11/12/2023,07/12/2023
"Iberia Express, Aer Lingus",MAD,DUB,6h 55m,1 stop,€107,11/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€126,11/12/2023,07/12/2023
Iberia,MAD,DUB,2h 40m,direct,€127,11/12/2023,07/12/2023
Vueling,MAD,DUB,2h 40m,direct,€147,11/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€159,11/12/2023,07/12/2023
British Airways,MAD,DUB,2h 40m,direct,€181,11/12/2023,07/12/2023
Iberia,MAD,DUB,2h 45m,direct,€186,11/12/2023,07/12/2023
British Airways,MAD,DUB,2h 45m,direct,€224,11/12/2023,07/12/2023
"Iberia, Aer Lingus",MAD,DUB,6h 55m,1 stop,€109,11/12/2023,07/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€143,11/12/2023,07/12/2023
"Air Europa, Transavia France",MAD,DUB,5h 50m,1 stop,€128,11/12/2023,07/12/2023
British Airways,MAD,DUB,5h 50m,1 stop,€180,11/12/2023,07/12/2023
Air France,MAD,DUB,7h 15m,1 stop,€152,11/12/2023,07/12/2023
"Iberia, British Airways",MAD,DUB,5h 50m,1 stop,€186,11/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,12/12/2023,07/12/2023
Iberia Express,MAD,DUB,2h 30m,direct,€41,12/12/2023,07/12/2023
Iberia,MAD,DUB,2h 30m,direct,€42,12/12/2023,07/12/2023
Vueling,MAD,DUB,2h 30m,direct,€53,12/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,12/12/2023,07/12/2023
British Airways,MAD,DUB,2h 30m,direct,€78,12/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€81,12/12/2023,07/12/2023
Iberia,MAD,DUB,2h 45m,direct,€101,12/12/2023,07/12/2023
British Airways,MAD,DUB,2h 45m,direct,€140,12/12/2023,07/12/2023
Vueling,MAD,DUB,5h 30m,1 stop,€89,12/12/2023,07/12/2023
British Airways,MAD,DUB,6h 05m,1 stop,€85,12/12/2023,07/12/2023
"Iberia, British Airways",MAD,DUB,6h 05m,1 stop,€103,12/12/2023,07/12/2023
British Airways,MAD,DUB,4h 50m,1 stop,€140,12/12/2023,07/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€141,12/12/2023,07/12/2023
British Airways,MAD,DUB,5h 50m,1 stop,€134,12/12/2023,07/12/2023
British Airways,MAD,DUB,6h 15m,1 stop,€122,12/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,13/12/2023,07/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€40,13/12/2023,07/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,13/12/2023,07/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,13/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,13/12/2023,07/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,13/12/2023,07/12/2023
Transavia France,MAD,DUB,6h 40m,1 stop,€91,13/12/2023,07/12/2023
"Air Europa, Transavia France",MAD,DUB,5h 45m,1 stop,€103,13/12/2023,07/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€142,13/12/2023,07/12/2023
British Airways,MAD,DUB,6h 05m,1 stop,€123,13/12/2023,07/12/2023
British Airways,MAD,DUB,5h 50m,1 stop,€135,13/12/2023,07/12/2023
British Airways,MAD,DUB,5h 15m,1 stop,€152,13/12/2023,07/12/2023
"Iberia, British Airways",MAD,DUB,5h 15m,1 stop,€157,13/12/2023,07/12/2023
British Airways,MAD,DUB,6h 45m,1 stop,€123,13/12/2023,07/12/2023
British Airways,MAD,DUB,6h 15m,1 stop,€135,13/12/2023,07/12/2023
British Airways,MAD,DUB,5h 25m,1 stop,€165,13/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€67,14/12/2023,07/12/2023
Iberia,MAD,DUB,2h 30m,direct,€42,14/12/2023,07/12/2023
Iberia Express,MAD,DUB,2h 30m,direct,€42,14/12/2023,07/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,14/12/2023,07/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€42,14/12/2023,07/12/2023
Vueling,MAD,DUB,2h 30m,direct,€53,14/12/2023,07/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,14/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€61,14/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€61,14/12/2023,07/12/2023
Iberia,MAD,DUB,2h 40m,direct,€67,14/12/2023,07/12/2023
Iberia,MAD,DUB,2h 45m,direct,€67,14/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,14/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,14/12/2023,07/12/2023
British Airways,MAD,DUB,2h 30m,direct,€78,14/12/2023,07/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,14/12/2023,07/12/2023
British Airways,MAD,DUB,2h 45m,direct,€103,14/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€59,15/12/2023,07/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,15/12/2023,07/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€43,15/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€43,15/12/2023,07/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,15/12/2023,07/12/2023
Iberia,MAD,DUB,2h 40m,direct,€67,15/12/2023,07/12/2023
Iberia,MAD,DUB,2h 45m,direct,€67,15/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,15/12/2023,07/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,15/12/2023,07/12/2023
British Airways,MAD,DUB,2h 45m,direct,€103,15/12/2023,07/12/2023
British Airways,MAD,DUB,2h 40m,direct,€103,15/12/2023,07/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€120,15/12/2023,Date scraped
TAP AIR PORTUGAL,MAD,DUB,9h 25m,1 stop,€89,15/12/2023,07/12/2023
Vueling,MAD,DUB,6h 15m,1 stop,€107,15/12/2023,07/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€141,15/12/2023,07/12/2023
"Vueling, Aer Lingus",MAD,DUB,5h 15m,1 stop,€129,15/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€175,11/12/2023,07/12/2023
Iberia,TFN,DUB,14h 20m,1 stop,€139,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€183,11/12/2023,07/12/2023
Iberia,TFN,DUB,15h 20m,1 stop,€139,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 30m,1 stop,€202,11/12/2023,07/12/2023
Iberia,TFN,DUB,17h 05m,1 stop,€139,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 30m,1 stop,€183,11/12/2023,07/12/2023
British Airways,TFN,DUB,14h 20m,1 stop,€149,11/12/2023,07/12/2023
British Airways,TFN,DUB,15h 20m,1 stop,€149,11/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€170,11/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,15h 00m,1 stop,€170,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,13h 30m,1 stop,€183,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,12h 00m,1 stop,€202,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,14h 30m,1 stop,€183,11/12/2023,07/12/2023
"Canaryfly, Aer Lingus",TFN,DUB,12h 45m,1 stop,€235,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 00m,1 stop,€163,12/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€137,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€163,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 00m,1 stop,€163,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€172,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 00m,1 stop,€163,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 10m,1 stop,€206,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 30m,1 stop,€163,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 00m,1 stop,€163,12/12/2023,07/12/2023
"Canaryfly, Aer Lingus",TFN,DUB,8h 30m,1 stop,€177,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 30m,1 stop,€163,12/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,6h 30m,1 stop,€475,12/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,8h 30m,1 stop,€249,12/12/2023,07/12/2023
Vueling,TFN,DUB,13h 00m,1 stop,€168,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 40m,1 stop,€263,12/12/2023,07/12/2023
Vueling,TFN,DUB,13h 25m,1 stop,€88,13/12/2023,07/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€200,13/12/2023,07/12/2023
British Airways,TFN,DUB,7h 00m,1 stop,€216,13/12/2023,07/12/2023
"Vueling, Aer Lingus",TFN,DUB,11h 05m,1 stop,€108,13/12/2023,07/12/2023
Vueling,TFN,DUB,7h 00m,1 stop,€619,13/12/2023,07/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€200,13/12/2023,07/12/2023
Iberia,TFN,DUB,14h 20m,1 stop,€164,13/12/2023,07/12/2023
"Air Europa, Iberia Express",TFN,DUB,8h 25m,1 stop,€299,13/12/2023,07/12/2023
British Airways,TFN,DUB,11h 20m,1 stop,€216,13/12/2023,07/12/2023
British Airways,TFN,DUB,14h 20m,1 stop,€174,13/12/2023,07/12/2023
Multiple Airlines,TFN,DUB,10h 00m,2 stops,€194,13/12/2023,07/12/2023
Multiple Airlines,TFN,DUB,9h 45m,2 stops,€220,13/12/2023,07/12/2023
"Air Europa, Iberia Express",TFN,DUB,15h 25m,2 stops,€152,13/12/2023,07/12/2023
Multiple Airlines,TFN,DUB,9h 30m,3 stops,€241,13/12/2023,07/12/2023
Multiple Airlines,TFN,DUB,10h 45m,2 stops,€220,13/12/2023,07/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€157,14/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,13h 20m,1 stop,€148,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 05m,1 stop,€175,14/12/2023,07/12/2023
British Airways,TFN,DUB,7h 00m,1 stop,€174,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 35m,1 stop,€175,14/12/2023,07/12/2023
Iberia,TFN,DUB,8h 15m,1 stop,€157,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 05m,1 stop,€175,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 35m,1 stop,€175,14/12/2023,07/12/2023
British Airways,TFN,DUB,8h 15m,1 stop,€174,14/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,6h 30m,1 stop,€314,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 05m,1 stop,€175,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 35m,1 stop,€175,14/12/2023,07/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€157,14/12/2023,07/12/2023
Iberia,TFN,DUB,6h 40m,1 stop,€502,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 05m,1 stop,€175,14/12/2023,07/12/2023
