Airline,Source,Destination,Duration,Total stops,Price,Date
KLM,DUB,MAD,5h 05m,1 stop,€223,2023-12-13
KLM,DUB,MAD,5h 10m,1 stop,€223,2023-12-13
KLM,DUB,MAD,5h 20m,1 stop,€265,2023-12-13
"Aer Lingus, Air Europa",DUB,MAD,5h 20m,1 stop,€207,2023-12-13
KLM,DUB,MAD,6h 15m,1 stop,€223,2023-12-13
Aer Lingus,DUB,MAD,2h 35m,direct,€251,2023-12-14
Vueling,DUB,MAD,10h 50m,1 stop,€79,2023-12-14
Aer Lingus,DUB,MAD,2h 35m,direct,€244,2023-12-14
Iberia,DUB,MAD,2h 35m,direct,€247,2023-12-14
Aer Lingus,DUB,MAD,2h 50m,direct,€244,2023-12-14
Iberia,DUB,MAD,2h 50m,direct,€247,2023-12-14
Vueling,DUB,MAD,6h 45m,1 stop,€115,2023-12-14
"Vueling, Iberia",DUB,MAD,5h 20m,1 stop,€142,2023-12-14
Iberia Express,DUB,MAD,2h 35m,direct,€265,2023-12-14
Iberia,DUB,MAD,2h 35m,direct,€275,2023-12-14
Vueling,DUB,MAD,2h 35m,direct,€277,2023-12-14
"Vueling, Renfe",DUB,MAD,7h 30m,1 stop,€115,2023-12-14
British Airways,DUB,MAD,2h 35m,direct,€290,2023-12-14
"Vueling, Air Europa",DUB,MAD,10h 50m,1 stop,€82,2023-12-14
British Airways,DUB,MAD,2h 50m,direct,€290,2023-12-14
Aer Lingus,DUB,MAD,2h 35m,direct,€301,2023-12-14
Aer Lingus,DUB,MAD,2h 35m,direct,€157,2023-12-15
Aer Lingus,DUB,MAD,2h 35m,direct,€157,2023-12-15
Vueling,DUB,MAD,5h 25m,1 stop,€108,2023-12-15
Iberia Express,DUB,MAD,2h 35m,direct,€172,2023-12-15
Iberia,DUB,MAD,2h 35m,direct,€173,2023-12-15
Vueling,DUB,MAD,2h 35m,direct,€186,2023-12-15
Aer Lingus,DUB,MAD,2h 35m,direct,€352,2023-12-15
Iberia,DUB,MAD,2h 35m,direct,€363,2023-12-15
Aer Lingus,DUB,MAD,2h 50m,direct,€416,2023-12-15
Iberia,DUB,MAD,2h 50m,direct,€424,2023-12-15
KLM,DUB,MAD,5h 20m,1 stop,€220,2023-12-15
"Transavia France, Air Europa",DUB,MAD,6h 20m,1 stop,€193,2023-12-15
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€194,2023-12-15
"Aer Lingus, easyJet",DUB,MAD,6h 55m,1 stop,€187,2023-12-15
Iberia,DUB,MAD,5h 25m,1 stop,€344,2023-12-15
TAP AIR PORTUGAL,DUB,MAD,5h 50m,1 stop,€360,2023-12-15
