Airline,Source,Destination,Duration,Total stops,Price,Date
British Airways,TFN,DUB,11h 20m,1 stop,€216,2023-12-13
British Airways,TFN,DUB,14h 20m,1 stop,€174,2023-12-13
Multiple Airlines,TFN,DUB,10h 00m,2 stops,€194,2023-12-13
Multiple Airlines,TFN,DUB,9h 45m,2 stops,€220,2023-12-13
"Air Europa, Iberia Express",TFN,DUB,15h 25m,2 stops,€152,2023-12-13
Multiple Airlines,TFN,DUB,9h 30m,3 stops,€241,2023-12-13
Multiple Airlines,TFN,DUB,10h 45m,2 stops,€220,2023-12-13
Iberia,TFN,DUB,7h 00m,1 stop,€157,2023-12-14
"Air Europa, Aer Lingus",TFN,DUB,13h 20m,1 stop,€148,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,6h 05m,1 stop,€175,2023-12-14
British Airways,TFN,DUB,7h 00m,1 stop,€174,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,6h 35m,1 stop,€175,2023-12-14
Iberia,TFN,DUB,8h 15m,1 stop,€157,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,7h 05m,1 stop,€175,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,7h 35m,1 stop,€175,2023-12-14
British Airways,TFN,DUB,8h 15m,1 stop,€174,2023-12-14
"Air Europa, Aer Lingus",TFN,DUB,6h 30m,1 stop,€314,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,8h 05m,1 stop,€175,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,8h 35m,1 stop,€175,2023-12-14
Iberia,TFN,DUB,11h 20m,1 stop,€157,2023-12-14
Iberia,TFN,DUB,6h 40m,1 stop,€502,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,9h 05m,1 stop,€175,2023-12-14
British Airways,TFN,DUB,14h 40m,1 stop,€125,2023-12-15
Vueling,TFN,DUB,47h 15m,3 stops,€87,2023-12-15
Vueling,TFN,DUB,7h 45m,1 stop,€238,2023-12-15
British Airways,TFN,DUB,7h 00m,1 stop,€280,2023-12-15
Iberia,TFN,DUB,14h 40m,1 stop,€121,2023-12-15
Iberia,TFN,DUB,7h 00m,1 stop,€261,2023-12-15
Iberia,TFN,DUB,8h 40m,1 stop,€261,2023-12-15
"Binter Canarias, Aer Lingus",TFN,DUB,7h 50m,2 stops,€238,2023-12-15
"Air Europa, Aer Lingus",TFN,DUB,7h 45m,1 stop,€257,2023-12-15
Iberia,TFN,DUB,13h 45m,1 stop,€139,2023-12-15
British Airways,TFN,DUB,8h 40m,1 stop,€280,2023-12-15
Iberia,TFN,DUB,10h 30m,1 stop,€247,2023-12-15
Iberia,TFN,DUB,11h 20m,1 stop,€261,2023-12-15
Vueling,TFN,DUB,17h 40m,1 stop,€139,2023-12-15
Vueling,TFN,DUB,18h 15m,2 stops,€127,2023-12-15
Iberia,TFN,DUB,17h 25m,1 stop,€178,2023-12-15
