Airline,Source,Destination,Duration,Total stops,Price,Date
"KLM, Iberia",DUB,TFN,10h 45m,2 stops,€260,2023-12-13
Iberia,DUB,TFN,15h 35m,1 stop,€196,2023-12-13
Vueling,DUB,TFN,9h 10m,1 stop,€102,2023-12-14
"Aer Lingus, Binter Canarias",DUB,TFN,6h 30m,1 stop,€206,2023-12-14
"Aer Lingus, Binter Canarias",DUB,TFN,7h 30m,1 stop,€185,2023-12-14
"Aer Lingus, Vueling",DUB,TFN,7h 20m,1 stop,€188,2023-12-14
"Aer Lingus, Binter Canarias",DUB,TFN,8h 45m,1 stop,€198,2023-12-14
"Aer Lingus, Vueling",DUB,TFN,12h 05m,1 stop,€155,2023-12-14
Iberia,DUB,TFN,10h 10m,1 stop,€228,2023-12-14
"Aer Lingus, Binter Canarias",DUB,TFN,8h 10m,1 stop,€269,2023-12-14
Iberia,DUB,TFN,9h 15m,1 stop,€288,2023-12-14
British Airways,DUB,TFN,10h 10m,1 stop,€248,2023-12-14
Multiple Airlines,DUB,TFN,9h 20m,2 stops,€202,2023-12-14
Iberia,DUB,TFN,9h 10m,1 stop,€358,2023-12-14
"Aer Lingus, Binter Canarias",DUB,TFN,9h 30m,1 stop,€269,2023-12-14
Multiple Airlines,DUB,TFN,9h 50m,2 stops,€202,2023-12-14
Iberia,DUB,TFN,13h 50m,1 stop,€238,2023-12-14
"Aer Lingus, Binter Canarias",DUB,TFN,8h 40m,1 stop,€236,2023-12-15
Iberia,DUB,TFN,14h 25m,1 stop,€196,2023-12-15
"Aer Lingus, Binter Canarias",DUB,TFN,9h 45m,1 stop,€236,2023-12-15
"Aer Lingus, Binter Canarias",DUB,TFN,10h 00m,1 stop,€236,2023-12-15
Iberia,DUB,TFN,15h 40m,1 stop,€246,2023-12-15
"Aer Lingus, Air Europa",DUB,TFN,13h 55m,1 stop,€284,2023-12-15
Iberia,DUB,TFN,9h 15m,1 stop,€640,2023-12-15
"Aer Lingus, Air Europa",DUB,TFN,10h 25m,2 stops,€412,2023-12-15
"Aer Lingus, Vueling",DUB,TFN,11h 50m,1 stop,€422,2023-12-15
"Aer Lingus, Vueling",DUB,TFN,12h 25m,1 stop,€409,2023-12-15
British Airways,DUB,TFN,11h 45m,2 stops,€558,2023-12-15
"Aer Lingus, Vueling",DUB,TFN,16h 55m,1 stop,€199,2023-12-15
Iberia,DUB,TFN,12h 00m,1 stop,€640,2023-12-15
Iberia,DUB,TFN,19h 20m,1 stop,€211,2023-12-15
Iberia,DUB,TFN,17h 10m,1 stop,€365,2023-12-15
